name,ICAO,IATA,OtherCode,crownDependency,designated,british,label
Fukuoka Airport,RJFF,FUK,,False,False,False,Fukuoka Airport (Japan) (RJFF / FUK)
New Tanegashima Airport,RJFG,TNE,,False,False,False,New Tanegashima Airport (Japan) (RJFG / TNE)
Kagoshima Airport,RJFK,KOJ,,False,False,False,Kagoshima Airport (Japan) (RJFK / KOJ)
Miyazaki Airport,RJFM,KMI,,False,False,False,Miyazaki Airport (Japan) (RJFM / KMI)
Nyutabaru Airport,RJFN,,,False,False,False,Nyutabaru Airport (Japan) (RJFN)
Oita Airport,RJFO,OIT,,False,False,False,Oita Airport (Japan) (RJFO / OIT)
Kitakyūshū Airport,RJFR,KKJ,,False,False,False,Kitakyūshū Airport (Japan) (RJFR / KKJ)
Kumamoto Airport,RJFT,KMJ,,False,False,False,Kumamoto Airport (Japan) (RJFT / KMJ)
Nagasaki Airport,RJFU,NGS,,False,False,False,Nagasaki Airport (Japan) (RJFU / NGS)
Kanoya Airport,RJFY,,,False,False,False,Kanoya Airport (Japan) (RJFY)
Tsuiki Air Field,RJFZ,,,False,False,False,Tsuiki Air Field (Japan) (RJFZ)
Amami Airport,RJKA,ASJ,,False,False,False,Amami Airport (Japan) (RJKA / ASJ)
Okierabu Airport,RJKB,OKE,,False,False,False,Okierabu Airport (Japan) (RJKB / OKE)
Tokunoshima Airport,RJKN,TKN,,False,False,False,Tokunoshima Airport (Japan) (RJKN / TKN)
Fukui Airport,RJNF,FKJ,,False,False,False,Fukui Airport (Japan) (RJNF / FKJ)
Gifu Airport,RJNG,QGU,,False,False,False,Gifu Airport (Japan) (RJNG / QGU)
Hamamatsu Airport,RJNH,,,False,False,False,Hamamatsu Airport (Japan) (RJNH)
Komatsu Airport,RJNK,KMQ,,False,False,False,Komatsu Airport (Japan) (RJNK / KMQ)
Oki Airport,RJNO,OKI,,False,False,False,Oki Airport (Japan) (RJNO / OKI)
Toyama Airport,RJNT,TOY,,False,False,False,Toyama Airport (Japan) (RJNT / TOY)
Shizuhama Airport,RJNY,,,False,False,False,Shizuhama Airport (Japan) (RJNY)
Hiroshima Airport,RJOA,HIJ,,False,False,False,Hiroshima Airport (Japan) (RJOA / HIJ)
Okayama Airport,RJOB,OKJ,,False,False,False,Okayama Airport (Japan) (RJOB / OKJ)
Izumo Airport,RJOC,IZO,,False,False,False,Izumo Airport (Japan) (RJOC / IZO)
Hofu Airport,RJOF,,,False,False,False,Hofu Airport (Japan) (RJOF)
Miho Yonago Airport,RJOH,YGJ,,False,False,False,Miho Yonago Airport (Japan) (RJOH / YGJ)
Kōchi Ryōma Airport,RJOK,KCZ,,False,False,False,Kōchi Ryōma Airport (Japan) (RJOK / KCZ)
Matsuyama Airport,RJOM,MYJ,,False,False,False,Matsuyama Airport (Japan) (RJOM / MYJ)
Osaka International Airport,RJOO,ITM,,False,False,False,Osaka International Airport (Japan) (RJOO / ITM)
Tottori Airport,RJOR,TTJ,,False,False,False,Tottori Airport (Japan) (RJOR / TTJ)
Tokushima Airport/JMSDF Air Base,RJOS,TKS,,False,False,False,Tokushima Airport/JMSDF Air Base (Japan) (RJOS / TKS)
Takamatsu Airport,RJOT,TAK,,False,False,False,Takamatsu Airport (Japan) (RJOT / TAK)
Yao Airport,RJOY,,,False,False,False,Yao Airport (Japan) (RJOY)
Ozuki Airport,RJOZ,,,False,False,False,Ozuki Airport (Japan) (RJOZ)
Aomori Airport,RJSA,AOJ,,False,False,False,Aomori Airport (Japan) (RJSA / AOJ)
Yamagata Airport,RJSC,GAJ,,False,False,False,Yamagata Airport (Japan) (RJSC / GAJ)
Sado Airport,RJSD,SDS,,False,False,False,Sado Airport (Japan) (RJSD / SDS)
Hachinohe Airport,RJSH,HHE,,False,False,False,Hachinohe Airport (Japan) (RJSH / HHE)
Hanamaki Airport,RJSI,HNA,,False,False,False,Hanamaki Airport (Japan) (RJSI / HNA)
Akita Airport,RJSK,AXT,,False,False,False,Akita Airport (Japan) (RJSK / AXT)
Misawa Air Base,RJSM,MSJ,,False,False,False,Misawa Air Base (Japan) (RJSM / MSJ)
Sendai Airport,RJSS,SDJ,,False,False,False,Sendai Airport (Japan) (RJSS / SDJ)
Matsushima Air Base,RJST,,,False,False,False,Matsushima Air Base (Japan) (RJST)
Atsugi Naval Air Facility,RJTA,NJA,,False,False,False,Atsugi Naval Air Facility (Japan) (RJTA / NJA)
Tateyama Airport,RJTE,,,False,False,False,Tateyama Airport (Japan) (RJTE)
Hachijojima Airport,RJTH,HAC,,False,False,False,Hachijojima Airport (Japan) (RJTH / HAC)
Iruma Air Base,RJTJ,,,False,False,False,Iruma Air Base (Japan) (RJTJ)
Kisarazu Airport,RJTK,,,False,False,False,Kisarazu Airport (Japan) (RJTK)
Shimofusa Airport,RJTL,,,False,False,False,Shimofusa Airport (Japan) (RJTL)
Oshima Airport,RJTO,OIM,,False,False,False,Oshima Airport (Japan) (RJTO / OIM)
Kastner Army Heliport,RJTR,,,False,False,False,Kastner Army Heliport (Japan) (RJTR)
Tokyo Haneda International Airport,RJTT,HND,,False,False,False,Tokyo Haneda International Airport (Japan) (RJTT / HND)
Yokota Air Base,RJTY,OKO,,False,False,False,Yokota Air Base (Japan) (RJTY / OKO)
Gwangju Airport,RKJJ,KWJ,,False,False,False,Gwangju Airport (South Korea) (RKJJ / KWJ)
Jeon Ju Airport,RKJU,CHN,,False,False,False,Jeon Ju Airport (G-703) (South Korea) (RKJU / CHN)
Yeosu Airport,RKJY,RSU,,False,False,False,Yeosu Airport (South Korea) (RKJY / RSU)
Sokcho Airport,RKND,,,False,False,False,Sokcho Airport (South Korea) (RKND)
Gangneung Airport,RKNN,KAG,,False,False,False,Gangneung Airport (K-18) (South Korea) (RKNN / KAG)
Jeju International Airport,RKPC,CJU,,False,False,False,Jeju International Airport (South Korea) (RKPC / CJU)
Jinhae Airbase/Airport,RKPE,CHF,,False,False,False,Jinhae Airbase/Airport (G-813/K-10) (South Korea) (RKPE / CHF)
Gimhae International Airport,RKPK,PUS,,False,False,False,Gimhae International Airport (South Korea) (RKPK / PUS)
Ulsan Airport,RKPU,USN,,False,False,False,Ulsan Airport (South Korea) (RKPU / USN)
A 511 Airport,RKSG,,,False,False,False,A 511 Airport (South Korea) (RKSG)
Seoul Air Base,RKSM,SSN,,False,False,False,Seoul Air Base (K-16) (South Korea) (RKSM / SSN)
Osan Air Base,RKSO,OSN,,False,False,False,Osan Air Base (South Korea) (RKSO / OSN)
Gimpo International Airport,RKSS,GMP,,False,False,False,Gimpo International Airport (South Korea) (RKSS / GMP)
Suwon Airport,RKSW,SWU,,False,False,False,Suwon Airport (South Korea) (RKSW / SWU)
Pohang Airport,RKTH,KPO,,False,False,False,Pohang Airport (G-815/K-3) (South Korea) (RKTH / KPO)
Daegu Airport,RKTN,TAE,,False,False,False,Daegu Airport (South Korea) (RKTN / TAE)
Yecheon Airbase,RKTY,YEC,,False,False,False,Yecheon Airbase (South Korea) (RKTY / YEC)
Naha Airport,ROAH,OKA,,False,False,False,Naha Airport (Japan) (ROAH / OKA)
Ie Shima Auxiliary Air Base,RODE,,,False,False,False,Ie Shima Auxiliary Air Base (Japan) (RODE)
Kadena Air Base,RODN,DNA,,False,False,False,Kadena Air Base (Japan) (RODN / DNA)
New Ishigaki Airport,ROIG,ISG,,False,False,False,New Ishigaki Airport (Japan) (ROIG / ISG)
Kumejima Airport,ROKJ,UEO,,False,False,False,Kumejima Airport (Japan) (ROKJ / UEO)
Minami-Daito Airport,ROMD,MMD,,False,False,False,Minami-Daito Airport (Japan) (ROMD / MMD)
Miyako Airport,ROMY,MMY,,False,False,False,Miyako Airport (Japan) (ROMY / MMY)
Kitadaito Airport,RORK,KTD,,False,False,False,Kitadaito Airport (Japan) (RORK / KTD)
Shimojishima Airport,RORS,SHI,,False,False,False,Shimojishima Airport (Japan) (RORS / SHI)
Tarama Airport,RORT,TRA,,False,False,False,Tarama Airport (Japan) (RORT / TRA)
Yoron Airport,RORY,RNJ,,False,False,False,Yoron Airport (Japan) (RORY / RNJ)
Futenma Marine Corps Air Station,ROTM,,,False,False,False,Futenma Marine Corps Air Station (Japan) (ROTM)
Yonaguni Airport,ROYN,OGN,,False,False,False,Yonaguni Airport (Japan) (ROYN / OGN)
Ninoy Aquino International Airport,RPLL,MNL,,False,False,False,Ninoy Aquino International Airport (Philippines) (RPLL / MNL)
Awang Airport,RPMC,CBO,,False,False,False,Awang Airport (Philippines) (RPMC / CBO)
Cagayan De Oro Airport,RPML,,,False,False,False,Cagayan De Oro Airport (Philippines) (RPML)
Pagadian Airport,RPMP,PAG,,False,False,False,Pagadian Airport (Philippines) (RPMP / PAG)
General Santos International Airport,RPMR,GES,,False,False,False,General Santos International Airport (Philippines) (RPMR / GES)
Zamboanga International Airport,RPMZ,ZAM,,False,False,False,Zamboanga International Airport (Philippines) (RPMZ / ZAM)
Loakan Airport,RPUB,BAG,,False,False,False,Loakan Airport (Philippines) (RPUB / BAG)
Daet Airport,RPUD,DTE,,False,False,False,Daet Airport (Philippines) (RPUD / DTE)
Basa Air Base,RPUF,,,False,False,False,Basa Air Base (Philippines) (RPUF)
Lingayen Airport,RPUG,,,False,False,False,Lingayen Airport (Philippines) (RPUG)
San Jose Airport,RPUH,SJI,,False,False,False,San Jose Airport (Philippines) (RPUH / SJI)
Fernando Air Base,RPUL,,,False,False,False,Fernando Air Base (Philippines) (RPUL)
Mamburao Airport,RPUM,MBO,,False,False,False,Mamburao Airport (Philippines) (RPUM / MBO)
Vigan Airport,RPUQ,,,False,False,False,Vigan Airport (Philippines) (RPUQ)
Dr.Juan C. Angara Airport,RPUR,BQA,,False,False,False,Dr.Juan C. Angara Airport (Philippines) (RPUR / BQA)
Bagabag Airport,RPUZ,,,False,False,False,Bagabag Airport (Philippines) (RPUZ)
Daniel Z. Romualdez Airport,RPVA,TAC,,False,False,False,Daniel Z. Romualdez Airport (Philippines) (RPVA / TAC)
Bacolod-Silay Airport,RPVB,BCD,,False,False,False,Bacolod-Silay Airport (Philippines) (RPVB / BCD)
Sibulan Airport,RPVD,DGT,,False,False,False,Sibulan Airport (Philippines) (RPVD / DGT)
Godofredo P. Ramos Airport,RPVE,MPH,,False,False,False,Godofredo P. Ramos Airport (Philippines) (RPVE / MPH)
Guiuan Airport,RPVG,,,False,False,False,Guiuan Airport (Philippines) (RPVG)
Iloilo International Airport,RPVI,ILO,,False,False,False,Iloilo International Airport (Philippines) (RPVI / ILO)
Kalibo International Airport,RPVK,KLO,,False,False,False,Kalibo International Airport (Philippines) (RPVK / KLO)
Puerto Princesa Airport,RPVP,PPS,,False,False,False,Puerto Princesa Airport (Philippines) (RPVP / PPS)
Evelio Javier Airport,RPVS,EUQ,,False,False,False,Evelio Javier Airport (Philippines) (RPVS / EUQ)
Comodoro Pierrestegui Airport,SAAC,COC,,False,False,False,Comodoro Pierrestegui Airport (Argentina) (SAAC / COC)
Gualeguaychu Airport,SAAG,GHU,,False,False,False,Gualeguaychu Airport (Argentina) (SAAG / GHU)
Junin Airport,SAAJ,JNI,,False,False,False,Junin Airport (Argentina) (SAAJ / JNI)
General Urquiza Airport,SAAP,PRA,,False,False,False,General Urquiza Airport (Argentina) (SAAP / PRA)
Islas Malvinas Airport,SAAR,ROS,,False,False,False,Islas Malvinas Airport (Argentina) (SAAR / ROS)
Sauce Viejo Airport,SAAV,SFN,,False,False,False,Sauce Viejo Airport (Argentina) (SAAV / SFN)
Jorge Newbery Airpark,SABE,AEP,,False,False,False,Jorge Newbery Airpark (Argentina) (SABE / AEP)
Ingeniero Ambrosio Taravella Airport,SACO,COR,,False,False,False,Ingeniero Ambrosio Taravella Airport (Argentina) (SACO / COR)
Chamical Airport,SACT,,,False,False,False,Chamical Airport (Argentina) (SACT)
San Fernando Airport,SADF,FDO,,False,False,False,San Fernando Airport (Argentina) (SADF / FDO)
Mariano Moreno Airport,SADJ,,,False,False,False,Mariano Moreno Airport (Argentina) (SADJ)
La Plata Airport,SADL,LPG,,False,False,False,La Plata Airport (Argentina) (SADL / LPG)
Moron Airport,SADM,,,False,False,False,Moron Airport (Argentina) (SADM)
El Palomar Airport,SADP,EPA,,False,False,False,El Palomar Airport (Argentina) (SADP / EPA)
Chos Malal Airport,SAHC,HOS,,False,False,False,Chos Malal Airport (Argentina) (SAHC / HOS)
Dr. Arturo H. Illia Airport,SAHR,GNR,,False,False,False,Dr. Arturo H. Illia Airport (Argentina) (SAHR / GNR)
El Plumerillo Airport,SAME,MDZ,,False,False,False,El Plumerillo Airport (Argentina) (SAME / MDZ)
Comodoro D.R. Salomón Airport,SAMM,LGS,,False,False,False,Comodoro D.R. Salomón Airport (Argentina) (SAMM / LGS)
Suboficial Ay Santiago Germano Airport,SAMR,AFA,,False,False,False,Suboficial Ay Santiago Germano Airport (Argentina) (SAMR / AFA)
Catamarca Airport,SANC,CTC,,False,False,False,Catamarca Airport (Argentina) (SANC / CTC)
Vicecomodoro Angel D. La Paz Aragonés Airport,SANE,SDE,,False,False,False,Vicecomodoro Angel D. La Paz Aragonés Airport (Argentina) (SANE / SDE)
Tinogasta Airport,SANI,,,False,False,False,Tinogasta Airport (Argentina) (SANI)
Capitan V A Almonacid Airport,SANL,IRJ,,False,False,False,Capitan V A Almonacid Airport (Argentina) (SANL / IRJ)
Chilecito Airport,SANO,,,False,False,False,Chilecito Airport (Argentina) (SANO)
Teniente Benjamin Matienzo Airport,SANT,TUC,,False,False,False,Teniente Benjamin Matienzo Airport (Argentina) (SANT / TUC)
Domingo Faustino Sarmiento Airport,SANU,UAQ,,False,False,False,Domingo Faustino Sarmiento Airport (Argentina) (SANU / UAQ)
Area De Material Airport,SAOC,RCU,,False,False,False,Area De Material Airport (Argentina) (SAOC / RCU)
Villa Dolores Airport,SAOD,VDR,,False,False,False,Villa Dolores Airport (Argentina) (SAOD / VDR)
La Quiaca Airport,SAOL,,,False,False,False,La Quiaca Airport (Argentina) (SAOL)
Marcos Juarez Airport,SAOM,,,False,False,False,Marcos Juarez Airport (Argentina) (SAOM)
Villa Reynolds Airport,SAOR,VME,,False,False,False,Villa Reynolds Airport (Argentina) (SAOR / VME)
Brigadier Mayor D Cesar Raul Ojeda Airport,SAOU,LUQ,,False,False,False,Brigadier Mayor D Cesar Raul Ojeda Airport (Argentina) (SAOU / LUQ)
Corrientes Airport,SARC,CNQ,,False,False,False,Corrientes Airport (Argentina) (SARC / CNQ)
Resistencia International Airport,SARE,RES,,False,False,False,Resistencia International Airport (Argentina) (SARE / RES)
Formosa Airport,SARF,FMA,,False,False,False,Formosa Airport (Argentina) (SARF / FMA)
Cataratas Del Iguazú International Airport,SARI,IGR,,False,False,False,Cataratas Del Iguazú International Airport (Argentina) (SARI / IGR)
Paso De Los Libres Airport,SARL,AOL,,False,False,False,Paso De Los Libres Airport (Argentina) (SARL / AOL)
Monte Caseros Airport,SARM,MCS,,False,False,False,Monte Caseros Airport (Argentina) (SARM / MCS)
Libertador Gral D Jose De San Martin Airport,SARP,PSS,,False,False,False,Libertador Gral D Jose De San Martin Airport (Argentina) (SARP / PSS)
Termal Airport,SARS,PRQ,,False,False,False,Termal Airport (Argentina) (SARS / PRQ)
Martin Miguel De Guemes International Airport,SASA,SLA,,False,False,False,Martin Miguel De Guemes International Airport (Argentina) (SASA / SLA)
Gobernador Horacio Guzman International Airport,SASJ,JUJ,,False,False,False,Gobernador Horacio Guzman International Airport (Argentina) (SASJ / JUJ)
Orán Airport,SASO,ORA,,False,False,False,Orán Airport (Argentina) (SASO / ORA)
Laboulaye Airport,SASQ,INA,,False,False,False,Laboulaye Airport (Argentina) (SASQ)
El Dorado Airport,SATD,ELO,,False,False,False,El Dorado Airport (Argentina) (SATD / ELO)
Goya Airport,SATG,OYA,,False,False,False,Goya Airport (Argentina) (SATG / OYA)
Oberá Airport,SATO,,,False,False,False,Oberá Airport (Argentina) (SATO)
Reconquista Airport,SATR,RCQ,,False,False,False,Reconquista Airport (Argentina) (SATR / RCQ)
Curuzu Cuatia Airport,SATU,UZU,,False,False,False,Curuzu Cuatia Airport (Argentina) (SATU / UZU)
El Bolson Airport,SAVB,EHL,,False,False,False,El Bolson Airport (Argentina) (SAVB / EHL)
General E. Mosconi Airport,SAVC,CRD,,False,False,False,General E. Mosconi Airport (Argentina) (SAVC / CRD)
Brigadier Antonio Parodi Airport,SAVE,EQS,,False,False,False,Brigadier Antonio Parodi Airport (Argentina) (SAVE / EQS)
Almirante Marco Andres Zar Airport,SAVT,REL,,False,False,False,Almirante Marco Andres Zar Airport (Argentina) (SAVT / REL)
Gobernador Castello Airport,SAVV,VDM,,False,False,False,Gobernador Castello Airport (Argentina) (SAVV / VDM)
El Tehuelche Airport,SAVY,PMY,,False,False,False,El Tehuelche Airport (Argentina) (SAVY / PMY)
Marambio Base,SAWB,,,False,False,False,Marambio Base (Antarctica) (SAWB)
Puerto Deseado Airport,SAWD,PUD,,False,False,False,Puerto Deseado Airport (Argentina) (SAWD / PUD)
Hermes Quijada International Airport,SAWE,RGA,,False,False,False,Hermes Quijada International Airport (Argentina) (SAWE / RGA)
Piloto Civil N. Fernández Airport,SAWG,RGL,,False,False,False,Piloto Civil N. Fernández Airport (Argentina) (SAWG / RGL)
Malvinas Argentinas Airport,SAWH,USH,,False,False,False,Malvinas Argentinas Airport (Argentina) (SAWH / USH)
Capitan D Daniel Vazquez Airport,SAWJ,ULA,,False,False,False,Capitan D Daniel Vazquez Airport (Argentina) (SAWJ / ULA)
Perito Moreno Airport,SAWP,PMQ,,False,False,False,Perito Moreno Airport (Argentina) (SAWP / PMQ)
Santa Cruz Airport,SAWU,RZA,,False,False,False,Santa Cruz Airport (Argentina) (SAWU / RZA)
Comandante Espora Airport,SAZB,BHI,,False,False,False,Comandante Espora Airport (Argentina) (SAZB / BHI)
Brigadier D.H.E. Ruiz Airport,SAZC,CSZ,,False,False,False,Brigadier D.H.E. Ruiz Airport (Argentina) (SAZC / CSZ)
Olavarria Airport,SAZF,OVR,,False,False,False,Olavarria Airport (Argentina) (SAZF / OVR)
General Pico Airport,SAZG,GPO,,False,False,False,General Pico Airport (Argentina) (SAZG / GPO)
Tres Arroyos Airport,SAZH,OYO,,False,False,False,Tres Arroyos Airport (Argentina) (SAZH / OYO)
Bolivar Airport,SAZI,,,False,False,False,Bolivar Airport (Argentina) (SAZI)
ÉÅstor Piazzola International Airport,SAZM,MDQ,,False,False,False,ÉÅstor Piazzola International Airport (Argentina) (SAZM / MDQ)
Presidente Peron Airport,SAZN,NQN,,False,False,False,Presidente Peron Airport (Argentina) (SAZN / NQN)
Comodoro Pedro Zanni Airport,SAZP,PEH,,False,False,False,Comodoro Pedro Zanni Airport (Argentina) (SAZP / PEH)
Santa Rosa Airport,SAZR,RSA,,False,False,False,Santa Rosa Airport (Argentina) (SAZR / RSA)
San Carlos De Bariloche Airport,SAZS,BRC,,False,False,False,San Carlos De Bariloche Airport (Argentina) (SAZS / BRC)
Héroes De Malvinas Airport,SAZT,TDL,,False,False,False,Héroes De Malvinas Airport (Argentina) (SAZT / TDL)
Villa Gesell Airport,SAZV,VLG,,False,False,False,Villa Gesell Airport (Argentina) (SAZV / VLG)
Cutral-Co Airport,SAZW,CUT,,False,False,False,Cutral-Co Airport (Argentina) (SAZW / CUT)
Aviador C. Campos Airport,SAZY,CPC,,False,False,False,Aviador C. Campos Airport (Argentina) (SAZY / CPC)
Conceição do Araguaia Airport,SBAA,CDJ,,False,False,False,Conceição do Araguaia Airport (Brazil) (SBAA / CDJ)
Campo Délio Jardim de Mattos Airport,SBAF,,,False,False,False,Campo Délio Jardim de Mattos Airport (Brazil) (SBAF)
Amapá Airport,SBAM,,,False,False,False,Amapá Airport (Brazil) (SBAM)
Araraquara Airport,SBAQ,AQA,,False,False,False,Araraquara Airport (Brazil) (SBAQ / AQA)
Santa Maria Airport,SBAR,AJU,,False,False,False,Santa Maria Airport (Brazil) (SBAR / AJU)
Piloto Osvaldo Marques Dias Airport,SBAT,AFL,,False,False,False,Piloto Osvaldo Marques Dias Airport (Brazil) (SBAT / AFL)
Araçatuba Airport,SBAU,ARU,,False,False,False,Araçatuba Airport (Brazil) (SBAU / ARU)
Val-de-Cans-Júlio Cezar Ribeiro International Airport,SBBE,BEL,,False,False,False,Val-de-Cans-Júlio Cezar Ribeiro International Airport (Brazil) (SBBE / BEL)
Comandante Gustavo Kraemer Airport,SBBG,BGX,,False,False,False,Comandante Gustavo Kraemer Airport (Brazil) (SBBG / BGX)
Pampulha - Carlos Drummond de Andrade Airport,SBBH,PLU,,False,False,False,Pampulha - Carlos Drummond de Andrade Airport (Brazil) (SBBH / PLU)
Bacacheri Airport,SBBI,BFH,,False,False,False,Bacacheri Airport (Brazil) (SBBI / BFH)
Major Brigadeiro Doorgal Borges Airport,SBBQ,,,False,False,False,Major Brigadeiro Doorgal Borges Airport (Brazil) (SBBQ)
Presidente Juscelino Kubistschek International Airport,SBBR,BSB,,False,False,False,Presidente Juscelino Kubistschek International Airport (Brazil) (SBBR / BSB)
Bauru Airport,SBBU,BAU,,False,False,False,Bauru Airport (Brazil) (SBBU / BAU)
Atlas Brasil Cantanhede Airport,SBBV,BVB,,False,False,False,Atlas Brasil Cantanhede Airport (Brazil) (SBBV / BVB)
Barra do Garças Airport,SBBW,BPG,,False,False,False,Barra do Garças Airport (Brazil) (SBBW / BPG)
Cascavel Airport,SBCA,CAC,,False,False,False,Cascavel Airport (Brazil) (SBCA / CAC)
Cachimbo Airport,SBCC,,,False,False,False,Cachimbo Airport (Brazil) (SBCC)
Tancredo Neves International Airport,SBCF,CNF,,False,False,False,Tancredo Neves International Airport (Brazil) (SBCF / CNF)
Campo Grande Airport,SBCG,CGR,,False,False,False,Campo Grande Airport (Brazil) (SBCG / CGR)
Serafin Enoss Bertaso Airport,SBCH,XAP,,False,False,False,Serafin Enoss Bertaso Airport (Brazil) (SBCH / XAP)
Brig. Lysias Augusto Rodrigues Airport,SBCI,CLN,,False,False,False,Brig. Lysias Augusto Rodrigues Airport (Brazil) (SBCI / CLN)
Diomício Freitas Airport,SBCM,CCM,,False,False,False,Diomício Freitas Airport (Brazil) (SBCM / CCM)
Canoas Air Force Base,SBCO,,,False,False,False,Canoas Air Force Base (Brazil) (SBCO)
Bartolomeu Lisandro Airport,SBCP,CAW,,False,False,False,Bartolomeu Lisandro Airport (Brazil) (SBCP / CAW)
Corumbá International Airport,SBCR,CMG,,False,False,False,Corumbá International Airport  (Brazil) (SBCR / CMG)
