name,ICAO,IATA,OtherCode,crownDependency,designated,british,label
Heringsdorf Airport,EDAH,HDF,,False,False,False,Heringsdorf Airport (Germany) (EDAH / HDF)
Heide-Büsum Airport,EDXB,HEI,,False,False,False,Heide-Büsum Airport (Germany) (EDXB / HEI)
Helgoland-Düne Airport,EDXH,HGL,,False,False,False,Helgoland-Düne Airport (Germany) (EDXH / HGL)
Seinäjoki Airport,EFSI,SJY,,False,False,False,Seinäjoki Airport (Finland) (EFSI / SJY)
Donegal Airport,EIDL,CFN,,False,False,False,Donegal Airport (Ireland) (EIDL / CFN)
Weston Airport,EIWT,,,False,False,False,Weston Airport (Ireland) (EIWT)
Sindal Airport,EKSN,CNL,,False,False,False,Sindal Airport (Denmark) (EKSN / CNL)
Leknes Airport,ENLK,LKN,,False,False,False,Leknes Airport (Norway) (ENLK / LKN)
Namsos Høknesøra Airport,ENNM,OSY,,False,False,False,Namsos Høknesøra Airport (Norway) (ENNM / OSY)
"Mo i Rana Airport, Røssvoll",ENRA,MQN,,False,False,False,"Mo i Rana Airport, Røssvoll (Norway) (ENRA / MQN)"
"Rørvik Airport, Ryum",ENRM,RVK,,False,False,False,"Rørvik Airport, Ryum (Norway) (ENRM / RVK)"
Røst Airport,ENRS,RET,,False,False,False,Røst Airport (Norway) (ENRS / RET)
Sandane Airport,ENSD,SDN,,False,False,False,Sandane Airport (Anda) (Norway) (ENSD / SDN)
Sogndal Airport,ENSG,SOG,,False,False,False,Sogndal Airport (Norway) (ENSG / SOG)
Svolvær Helle Airport,ENSH,SVJ,,False,False,False,Svolvær Helle Airport (Norway) (ENSH / SVJ)
Sørkjosen Airport,ENSR,SOJ,,False,False,False,Sørkjosen Airport (Norway) (ENSR / SOJ)
"Vardø Airport, Svartnes",ENSS,VAW,,False,False,False,"Vardø Airport, Svartnes (Norway) (ENSS / VAW)"
Værøy Heliport,ENVR,VRY,,False,False,False,Værøy Heliport (Norway) (ENVR / VRY)
Bydgoszcz Ignacy Jan Paderewski Airport,EPBY,BZG,,False,False,False,Bydgoszcz Ignacy Jan Paderewski Airport (Poland) (EPBY / BZG)
Łódź Władysław Reymont Airport,EPLL,LCJ,,False,False,False,Łódź Władysław Reymont Airport (Poland) (EPLL / LCJ)
Åre Östersund Airport,ESNZ,OSD,,False,False,False,Åre Östersund Airport (Sweden) (ESNZ / OSD)
Hagfors Airport,ESOH,HFS,,False,False,False,Hagfors Airport (Sweden) (ESOH / HFS)
Karlstad Airport,ESOK,KSD,,False,False,False,Karlstad Airport (Sweden) (ESOK / KSD)
Torsby Airport,ESST,TYF,,False,False,False,Torsby Airport (Sweden) (ESST / TYF)
ÉÑngelholm-Helsingborg Airport,ESTA,AGH,,False,False,False,ÉÑngelholm-Helsingborg Airport (Sweden) (ESTA / AGH)
Storuman Airport,ESUD,SQO,,False,False,False,Storuman Airport (Sweden) (ESUD / SQO)
Hemavan Airport,ESUT,HMV,,False,False,False,Hemavan Airport (Sweden) (ESUT / HMV)
Ventspils International Airport,EVVA,VNT,,False,False,False,Ventspils International Airport (Latvia) (EVVA / VNT)
Rand Airport,FAGM,QRA,,False,False,False,Rand Airport (South Africa) (FAGM / QRA)
Kruger Mpumalanga International Airport,FAKN,MQP,,False,False,False,Kruger Mpumalanga International Airport (South Africa) (FAKN / MQP)
Malamala Airport,FAMD,AAM,,False,False,False,Malamala Airport (South Africa) (FAMD / AAM)
Mmabatho International Airport,FAMM,MBD,,False,False,False,Mmabatho International Airport (South Africa) (FAMM / MBD)
Ghanzi Airport,FBGZ,GNZ,,False,False,False,Ghanzi Airport (Botswana) (FBGZ / GNZ)
Orapa Airport,FBOR,ORP,,False,False,False,Orapa Airport (Botswana) (FBOR / ORP)
Shakawe Airport,FBSW,SWX,,False,False,False,Shakawe Airport (Botswana) (FBSW / SWX)
Limpopo Valley Airport,FBTL,TLD,,False,False,False,Limpopo Valley Airport (Botswana) (FBTL / TLD)
Ngot Nzoungou Airport,FCPL,DIS,,False,False,False,Ngot Nzoungou Airport (Congo (Brazzaville)) (FCPL / DIS)
Chipata Airport,FLCP,CIP,,False,False,False,Chipata Airport (Zambia) (FLCP / CIP)
Los Alamitos Army Air Field,KSLI,,,False,False,False,Los Alamitos Army Air Field (Zambia) (KSLI)
Iconi Airport,FMCN,YVA,,False,False,False,Iconi Airport (Comoros) (FMCN / YVA)
Antsalova Airport,FMMG,WAQ,,False,False,False,Antsalova Airport (Madagascar) (FMMG / WAQ)
Ankavandra Airport,FMMK,JVA,,False,False,False,Ankavandra Airport (Madagascar) (FMMK / JVA)
Belo sur Tsiribihina Airport,FMML,BMD,,False,False,False,Belo sur Tsiribihina Airport (Madagascar) (FMML / BMD)
Maintirano Airport,FMMO,MXT,,False,False,False,Maintirano Airport (Madagascar) (FMMO / MXT)
Morafenobe Airport,FMMR,TVA,,False,False,False,Morafenobe Airport (Madagascar) (FMMR / TVA)
Tambohorano Airport,FMMU,WTA,,False,False,False,Tambohorano Airport (Madagascar) (FMMU / WTA)
Tsiroanomandidy Airport,FMMX,WTS,,False,False,False,Tsiroanomandidy Airport (Madagascar) (FMMX / WTS)
Ambatondrazaka Airport,FMMZ,WAM,,False,False,False,Ambatondrazaka Airport (Madagascar) (FMMZ / WAM)
Port Bergé Airport,FMNG,WPB,,False,False,False,Port Bergé Airport (Madagascar) (FMNG / WPB)
Ambanja Airport,FMNJ,,,False,False,False,Ambanja Airport (Madagascar) (FMNJ)
Soalala Airport,FMNO,DWB,,False,False,False,Soalala Airport (Madagascar) (FMNO / DWB)
Mampikony Airport,FMNP,WMP,,False,False,False,Mampikony Airport (Madagascar) (FMNP / WMP)
Nasa Shuttle Landing Facility Airport,KTTS,,,False,False,False,Nasa Shuttle Landing Facility Airport (Madagascar) (KTTS)
Mandritsara Airport,FMNX,WMA,,False,False,False,Mandritsara Airport (Madagascar) (FMNX / WMA)
Manja Airport,FMSJ,MJA,,False,False,False,Manja Airport (Madagascar) (FMSJ / MJA)
Catumbela Airport,FNCT,CBT,,False,False,False,Catumbela Airport (Angola) (FNCT / CBT)
Dundo Airport,FNDU,DUE,,False,False,False,Dundo Airport (Angola) (FNDU / DUE)
Ngjiva Pereira Airport,FNGI,VPE,,False,False,False,Ngjiva Pereira Airport (Angola) (FNGI / VPE)
Namibe Airport,FNMO,MSZ,,False,False,False,Namibe Airport (Angola) (FNMO / MSZ)
Koulamoutou Mabimbi Airport,FOGK,KOU,,False,False,False,Koulamoutou Mabimbi Airport (Gabon) (FOGK / KOU)
Mouilla Ville Airport,FOGM,MJL,,False,False,False,Mouilla Ville Airport (Gabon) (FOGM / MJL)
Tchibanga Airport,FOOT,TCH,,False,False,False,Tchibanga Airport (Gabon) (FOOT / TCH)
Chimoio Airport,FQCH,VPY,,False,False,False,Chimoio Airport (Mozambique) (FQCH / VPY)
Sarh Airport,FTTA,SRH,,False,False,False,Sarh Airport (Chad) (FTTA / SRH)
Club Makokola Airport,FWCM,CMK,,False,False,False,Club Makokola Airport (Malawi) (FWCM / CMK)
Luderitz Airport,FYLZ,LUD,,False,False,False,Luderitz Airport (Namibia) (FYLZ / LUD)
Ondangwa Airport,FYOA,OND,,False,False,False,Ondangwa Airport (Namibia) (FYOA / OND)
Oranjemund Airport,FYOG,OMD,,False,False,False,Oranjemund Airport (Namibia) (FYOG / OMD)
Swakopmund Airport,FYSM,SWP,,False,False,False,Swakopmund Airport (Namibia) (FYSM / SWP)
Eros Airport,FYWE,ERS,,False,False,False,Eros Airport (Namibia) (FYWE / ERS)
Boma Airport,FZAJ,BOA,,False,False,False,Boma Airport (Congo (Kinshasa)) (FZAJ / BOA)
Tshimpi Airport,FZAM,MAT,,False,False,False,Tshimpi Airport (Congo (Kinshasa)) (FZAM / MAT)
Inongo Airport,FZBA,INO,,False,False,False,Inongo Airport (Congo (Kinshasa)) (FZBA / INO)
Nioki Airport,FZBI,NIO,,False,False,False,Nioki Airport (Congo (Kinshasa)) (FZBI / NIO)
Basango Mboliasa Airport,FZBT,KRZ,,False,False,False,Basango Mboliasa Airport (Congo (Kinshasa)) (FZBT / KRZ)
Basankusu Airport,FZEN,BSU,,False,False,False,Basankusu Airport (Congo (Kinshasa)) (FZEN / BSU)
Tshikapa Airport,FZUK,TSH,,False,False,False,Tshikapa Airport (Congo (Kinshasa)) (FZUK / TSH)
Lodja Airport,FZVA,LJA,,False,False,False,Lodja Airport (Congo (Kinshasa)) (FZVA / LJA)
Ilebo Airport,FZVS,PFR,,False,False,False,Ilebo Airport (Congo (Kinshasa)) (FZVS / PFR)
La Gomera Airport,GCGM,GMZ,,False,False,False,La Gomera Airport (Spain) (GCGM / GMZ)
Sherbro International Airport,GFBN,BTE,,False,False,False,Sherbro International Airport (Sierra Leone) (GFBN / BTE)
Bo Airport,GFBO,KBS,,False,False,False,Bo Airport (Sierra Leone) (GFBO / KBS)
Kenema Airport,GFKE,KEN,,False,False,False,Kenema Airport (Sierra Leone) (GFKE / KEN)
Osvaldo Vieira International Airport,GGOV,OXB,,False,False,False,Osvaldo Vieira International Airport (Guinea-Bissau) (GGOV / OXB)
Smara Airport,GMMA,SMW,,False,False,False,Smara Airport (Western Sahara) (GMMA / SMW)
Dakhla Airport,GMMH,VIL,,False,False,False,Dakhla Airport (Western Sahara) (GMMH / VIL)
Mogador Airport,GMMI,ESU,,False,False,False,Mogador Airport (Morocco) (GMMI / ESU)
Hassan I Airport,GMML,EUN,,False,False,False,Hassan I Airport (Western Sahara) (GMML / EUN)
Nador International Airport,GMMW,NDR,,False,False,False,Nador International Airport (Morocco) (GMMW / NDR)
Praia International Airport,GVNP,RAI,,False,False,False,Praia International Airport (Cape Verde) (GVNP / RAI)
São Filipe Airport,GVSF,SFL,,False,False,False,São Filipe Airport (Cape Verde) (GVSF / SFL)
Baco Airport,HABC,BCO,,False,False,False,Baco Airport (Ethiopia) (HABC / BCO)
Beica Airport,HABE,BEI,,False,False,False,Beica Airport (Ethiopia) (HABE / BEI)
Combolcha Airport,HADC,DSE,,False,False,False,Combolcha Airport (Ethiopia) (HADC / DSE)
Dembidollo Airport,HADD,DEM,,False,False,False,Dembidollo Airport (Ethiopia) (HADD / DEM)
Gode Airport,HAGO,GDE,,False,False,False,Gode Airport (Ethiopia) (HAGO / GDE)
Gore Airport,HAGR,GOR,,False,False,False,Gore Airport (Ethiopia) (HAGR / GOR)
Kabri Dehar Airport,HAKD,ABK,,False,False,False,Kabri Dehar Airport (Ethiopia) (HAKD / ABK)
Mizan Teferi Airport,HAMT,MTF,,False,False,False,Mizan Teferi Airport (Ethiopia) (HAMT / MTF)
Tippi Airport,HATP,TIE,,False,False,False,Tippi Airport (Ethiopia) (HATP / TIE)
Alula Airport,HCMA,ALU,,False,False,False,Alula Airport (Somalia) (HCMA / ALU)
Bosaso Airport,HCMF,BSA,,False,False,False,Bosaso Airport (Somalia) (HCMF / BSA)
Aden Adde International Airport,HCMM,MGQ,,False,False,False,Aden Adde International Airport (Somalia) (HCMM / MGQ)
Galcaio Airport,HCMR,GLK,,False,False,False,Galcaio Airport (Somalia) (HCMR / GLK)
Burao Airport,HCMV,BUO,,False,False,False,Burao Airport (Somalia) (HCMV / BUO)
El Arish International Airport,HEAR,AAC,,False,False,False,El Arish International Airport (Egypt) (HEAR / AAC)
Assiut International Airport,HEAT,ATZ,,False,False,False,Assiut International Airport (Egypt) (HEAT / ATZ)
Amboseli Airport,HKAM,ASV,,False,False,False,Amboseli Airport (Kenya) (HKAM / ASV)
Lokichoggio Airport,HKLK,LKG,,False,False,False,Lokichoggio Airport (Kenya) (HKLK / LKG)
Malindi Airport,HKML,MYD,,False,False,False,Malindi Airport (Kenya) (HKML / MYD)
Nanyuki Airport,HKNY,NYK,,False,False,False,Nanyuki Airport (Kenya) (HKNY / NYK)
Gardabya Airport,HLGD,SRX,,False,False,False,Gardabya Airport (Libya) (HLGD / SRX)
Gamal Abdel Nasser Airport,HLGN,TOB,,False,False,False,Gamal Abdel Nasser Airport (Libya) (HLGN / TOB)
Mitiga Airport,HLLM,MJI,,False,False,False,Mitiga Airport (Libya) (HLLM / MJI)
La Abraq Airport,HLLQ,LAQ,,False,False,False,La Abraq Airport (Libya) (HLLQ / LAQ)
Atbara Airport,HSAT,ATB,,False,False,False,Atbara Airport (Sudan) (HSAT / ATB)
Nyala Airport,HSNN,UYL,,False,False,False,Nyala Airport (Sudan) (HSNN / UYL)
Port Sudan New International Airport,HSPN,PZU,,False,False,False,Port Sudan New International Airport (Sudan) (HSPN / PZU)
Bukoba Airport,HTBU,BKZ,,False,False,False,Bukoba Airport (Tanzania) (HTBU / BKZ)
Kigoma Airport,HTKA,TKQ,,False,False,False,Kigoma Airport (Tanzania) (HTKA / TKQ)
Lindi Airport,HTLI,LDI,,False,False,False,Lindi Airport (Tanzania) (HTLI / LDI)
Musoma Airport,HTMU,MUZ,,False,False,False,Musoma Airport (Tanzania) (HTMU / MUZ)
Shinyanga Airport,HTSY,SHY,,False,False,False,Shinyanga Airport (Tanzania) (HTSY / SHY)
Tabora Airport,HTTB,TBO,,False,False,False,Tabora Airport (Tanzania) (HTTB / TBO)
Arua Airport,HUAR,RUA,,False,False,False,Arua Airport (Uganda) (HUAR / RUA)
Gulu Airport,HUGU,ULU,,False,False,False,Gulu Airport (Uganda) (HUGU / ULU)
Diu Airport,,DIU,VA1P,False,False,False,Diu Airport (India) (VA1P / DIU)
Aberdeen Regional Airport,KABR,ABR,,False,False,False,Aberdeen Regional Airport (United States) (KABR / ABR)
Southwest Georgia Regional Airport,KABY,ABY,,False,False,False,Southwest Georgia Regional Airport (United States) (KABY / ABY)
Athens Ben Epps Airport,KAHN,AHN,,False,False,False,Athens Ben Epps Airport (United States) (KAHN / AHN)
Alamogordo White Sands Regional Airport,KALM,ALM,,False,False,False,Alamogordo White Sands Regional Airport (United States) (KALM / ALM)
Waterloo Regional Airport,KALO,ALO,,False,False,False,Waterloo Regional Airport (United States) (KALO / ALO)
Walla Walla Regional Airport,KALW,ALW,,False,False,False,Walla Walla Regional Airport (United States) (KALW / ALW)
Alpena County Regional Airport,KAPN,APN,,False,False,False,Alpena County Regional Airport (United States) (KAPN / APN)
Watertown Regional Airport,KATY,ATY,,False,False,False,Watertown Regional Airport (United States) (KATY / ATY)
Bradford Regional Airport,KBFD,BFD,,False,False,False,Bradford Regional Airport (United States) (KBFD / BFD)
Western Neb. Rgnl/William B. Heilig Airport,KBFF,BFF,,False,False,False,Western Neb. Rgnl/William B. Heilig Airport (United States) (KBFF / BFF)
Raleigh County Memorial Airport,KBKW,BKW,,False,False,False,Raleigh County Memorial Airport (United States) (KBKW / BKW)
Brunswick Golden Isles Airport,KBQK,BQK,,False,False,False,Brunswick Golden Isles Airport (United States) (KBQK / BQK)
Southeast Iowa Regional Airport,KBRL,BRL,,False,False,False,Southeast Iowa Regional Airport (United States) (KBRL / BRL)
Jack Mc Namara Field Airport,KCEC,CEC,,False,False,False,Jack Mc Namara Field Airport (United States) (KCEC / CEC)
Cape Girardeau Regional Airport,KCGI,CGI,,False,False,False,Cape Girardeau Regional Airport (United States) (KCGI / CGI)
Chippewa County International Airport,KCIU,CIU,,False,False,False,Chippewa County International Airport (United States) (KCIU / CIU)
North Central West Virginia Airport,KCKB,CKB,,False,False,False,North Central West Virginia Airport (United States) (KCKB / CKB)
William R Fairchild International Airport,KCLM,CLM,,False,False,False,William R Fairchild International Airport (United States) (KCLM / CLM)
Houghton County Memorial Airport,KCMX,CMX,,False,False,False,Houghton County Memorial Airport (United States) (KCMX / CMX)
Dodge City Regional Airport,KDDC,DDC,,False,False,False,Dodge City Regional Airport (United States) (KDDC / DDC)
DuBois Regional Airport,KDUJ,DUJ,,False,False,False,DuBois Regional Airport (United States) (KDUJ / DUJ)
Chippewa Valley Regional Airport,KEAU,EAU,,False,False,False,Chippewa Valley Regional Airport (United States) (KEAU / EAU)
Elko Regional Airport,KEKO,EKO,,False,False,False,Elko Regional Airport (United States) (KEKO / EKO)
New Bedford Regional Airport,KEWB,EWB,,False,False,False,New Bedford Regional Airport (United States) (KEWB / EWB)
Fayetteville Regional Grannis Field,KFAY,FAY,,False,False,False,Fayetteville Regional Grannis Field (United States) (KFAY / FAY)
Wokal Field Glasgow International Airport,KGGW,GGW,,False,False,False,Wokal Field Glasgow International Airport (United States) (KGGW / GGW)
Central Nebraska Regional Airport,KGRI,GRI,,False,False,False,Central Nebraska Regional Airport (United States) (KGRI / GRI)
Memorial Field,KHOT,HOT,,False,False,False,Memorial Field (United States) (KHOT / HOT)
Tri-State/Milton J. Ferguson Field,KHTS,HTS,,False,False,False,Tri-State/Milton J. Ferguson Field (United States) (KHTS / HTS)
Kili Airport,,KIO,Q51,False,False,False,Kili Airport (Marshall Islands) (Q51 / KIO)
Kirksville Regional Airport,KIRK,IRK,,False,False,False,Kirksville Regional Airport (United States) (KIRK / IRK)
Jamestown Regional Airport,KJMS,JMS,,False,False,False,Jamestown Regional Airport (United States) (KJMS / JMS)
Laramie Regional Airport,KLAR,LAR,,False,False,False,Laramie Regional Airport (United States) (KLAR / LAR)
Arnold Palmer Regional Airport,KLBE,LBE,,False,False,False,Arnold Palmer Regional Airport (United States) (KLBE / LBE)
North Platte Regional Airport Lee Bird Field,KLBF,LBF,,False,False,False,North Platte Regional Airport Lee Bird Field (United States) (KLBF / LBF)
Lebanon Municipal Airport,KLEB,LEB,,False,False,False,Lebanon Municipal Airport (United States) (KLEB / LEB)
Crater Lake-Klamath Regional Airport,KLMT,LMT,,False,False,False,Crater Lake-Klamath Regional Airport (United States) (KLMT / LMT)
Lancaster Airport,KLNS,LNS,,False,False,False,Lancaster Airport (United States) (KLNS / LNS)
Lewistown Municipal Airport,KLWT,LWT,,False,False,False,Lewistown Municipal Airport (United States) (KLWT / LWT)
Lynchburg Regional Preston Glenn Field,KLYH,LYH,,False,False,False,Lynchburg Regional Preston Glenn Field (United States) (KLYH / LYH)
Muskegon County Airport,KMKG,MKG,,False,False,False,Muskegon County Airport (United States) (KMKG / MKG)
Frank Wiley Field,KMLS,MLS,,False,False,False,Frank Wiley Field (United States) (KMLS / MLS)
Northwest Alabama Regional Airport,KMSL,MSL,,False,False,False,Northwest Alabama Regional Airport (United States) (KMSL / MSL)
Southwest Oregon Regional Airport,KOTH,OTH,,False,False,False,Southwest Oregon Regional Airport (United States) (KOTH / OTH)
Owensboro Daviess County Airport,KOWB,OWB,,False,False,False,Owensboro Daviess County Airport (United States) (KOWB / OWB)
Hattiesburg Laurel Regional Airport,KPIB,PIB,,False,False,False,Hattiesburg Laurel Regional Airport (United States) (KPIB / PIB)
Pocatello Regional Airport,KPIH,PIH,,False,False,False,Pocatello Regional Airport (United States) (KPIH / PIH)
Pierre Regional Airport,KPIR,PIR,,False,False,False,Pierre Regional Airport (United States) (KPIR / PIR)
Pellston Regional Airport of Emmet County Airport,KPLN,PLN,,False,False,False,Pellston Regional Airport of Emmet County Airport (United States) (KPLN / PLN)
Portsmouth International at Pease Airport,KPSM,PSM,,False,False,False,Portsmouth International at Pease Airport (United States) (KPSM / PSM)
Reading Regional Carl A Spaatz Field,KRDG,RDG,,False,False,False,Reading Regional Carl A Spaatz Field (United States) (KRDG / RDG)
Rhinelander Oneida County Airport,KRHI,RHI,,False,False,False,Rhinelander Oneida County Airport (United States) (KRHI / RHI)
Southwest Wyoming Regional Airport,KRKS,RKS,,False,False,False,Southwest Wyoming Regional Airport (United States) (KRKS / RKS)
Rutland - Southern Vermont Regional Airport,KRUT,RUT,,False,False,False,Rutland - Southern Vermont Regional Airport (United States) (KRUT / RUT)
San Luis County Regional Airport,KSBP,SBP,,False,False,False,San Luis County Regional Airport (United States) (KSBP / SBP)
Sheridan County Airport,KSHR,SHR,,False,False,False,Sheridan County Airport (United States) (KSHR / SHR)
Adirondack Regional Airport,KSLK,SLK,,False,False,False,Adirondack Regional Airport (United States) (KSLK / SLK)
Salina Municipal Airport,KSLN,SLN,,False,False,False,Salina Municipal Airport (United States) (KSLN / SLN)
Santa Maria Pub/Capt G Allan Hancock Field,KSMX,SMX,,False,False,False,Santa Maria Pub/Capt G Allan Hancock Field (United States) (KSMX / SMX)
Tupelo Regional Airport,KTUP,TUP,,False,False,False,Tupelo Regional Airport (United States) (KTUP / TUP)
Quincy Regional Baldwin Field,KUIN,UIN,,False,False,False,Quincy Regional Baldwin Field (United States) (KUIN / UIN)
Victoria Regional Airport,KVCT,VCT,,False,False,False,Victoria Regional Airport (United States) (KVCT / VCT)
Valdosta Regional Airport,KVLD,VLD,,False,False,False,Valdosta Regional Airport (United States) (KVLD / VLD)
Worland Municipal Airport,KWRL,WRL,,False,False,False,Worland Municipal Airport (United States) (KWRL / WRL)
Yakima Air Terminal McAllister Field,KYKM,YKM,,False,False,False,Yakima Air Terminal McAllister Field (United States) (KYKM / YKM)
Ercan International Airport,LCEN,ECN,,False,False,False,Ercan International Airport (Cyprus) (LCEN / ECN)
Logroño-Agoncillo Airport,LELO,RJL,,False,False,False,Logroño-Agoncillo Airport (Spain) (LELO / RJL)
Ééle d'Yeu Airport,LFEY,IDY,,False,False,False,Ééle d'Yeu Airport (France) (LFEY / IDY)
Angers-Loire Airport,LFJR,ANE,,False,False,False,Angers-Loire Airport (France) (LFJR / ANE)
La Môle Airport,LFTZ,LTT,,False,False,False,La Môle Airport (France) (LFTZ / LTT)
Syros Airport,LGSO,JSY,,False,False,False,Syros Airport (Greece) (LGSO / JSY)
Pécs-Pogány Airport,LHPP,PEV,,False,False,False,Pécs-Pogány Airport (Hungary) (LHPP / PEV)
Győr-Pér International Airport,LHPR,,,False,False,False,Győr-Pér International Airport (Hungary) (LHPR)
Sármellék International Airport,LHSM,SOB,,False,False,False,Sármellék International Airport (Hungary) (LHSM / SOB)
Aosta Airport,LIMW,AOT,,False,False,False,Aosta Airport (Italy) (LIMW / AOT)
Salerno Costa d'Amalfi Airport,LIRI,QSR,,False,False,False,Salerno Costa d'Amalfi Airport (Italy) (LIRI / QSR)
Corvo Airport,LPCR,CVU,,False,False,False,Corvo Airport (Portugal) (LPCR / CVU)
Banja Luka International Airport,LQBK,BNX,,False,False,False,Banja Luka International Airport (Bosnia and Herzegovina) (LQBK / BNX)
Uşak Airport,LTBO,USQ,,False,False,False,Uşak Airport (Turkey) (LTBO / USQ)
Kars Airport,LTCF,KSY,,False,False,False,Kars Airport (Turkey) (LTCF / KSY)
Şanlıurfa Airport,LTCH,SFQ,,False,False,False,Şanlıurfa Airport (Turkey) (LTCH / SFQ)
Kahramanmaraş Airport,LTCN,KCM,,False,False,False,Kahramanmaraş Airport (Turkey) (LTCN / KCM)
Ağrı Airport,LTCO,AJI,,False,False,False,Ağrı Airport (Turkey) (LTCO / AJI)
Adıyaman Airport,LTCP,ADF,,False,False,False,Adıyaman Airport (Turkey) (LTCP / ADF)
Süleyman Demirel International Airport,LTFC,ISE,,False,False,False,Süleyman Demirel International Airport (Turkey) (LTFC / ISE)
Balıkesir Körfez Airport,LTFD,EDO,,False,False,False,Balıkesir Körfez Airport (Turkey) (LTFD / EDO)
Samsun Çarşamba Airport,LTFH,SZF,,False,False,False,Samsun Çarşamba Airport (Turkey) (LTFH / SZF)
Žilina Airport,LZZI,ILZ,,False,False,False,Žilina Airport (Slovakia) (LZZI / ILZ)
JAGS McCartney International Airport,MBGT,GDT,,False,False,False,JAGS McCartney International Airport (Turks and Caicos Islands) (MBGT / GDT)
Middle Caicos Airport,MBMC,MDS,,False,False,False,Middle Caicos Airport (Turks and Caicos Islands) (MBMC / MDS)
Salt Cay Airport,MBSY,SLX,,False,False,False,Salt Cay Airport (Turks and Caicos Islands) (MBSY / SLX)
Samaná El Catey International Airport,MDCY,AZS,,False,False,False,Samaná El Catey International Airport (Dominican Republic) (MDCY / AZS)
La Isabela International Airport,MDJB,JBQ,,False,False,False,La Isabela International Airport (Dominican Republic) (MDJB / JBQ)
Puerto Barrios Airport,MGPB,PBR,,False,False,False,Puerto Barrios Airport (Guatemala) (MGPB / PBR)
Quezaltenango Airport,MGQZ,AAZ,,False,False,False,Quezaltenango Airport (Guatemala) (MGQZ / AAZ)
Utirik Airport,,UTK,03N,False,False,False,Utirik Airport (Marshall Islands) (03N / UTK)
Ahuas Airport,MHAH,AHS,,False,False,False,Ahuas Airport (Honduras) (MHAH / AHS)
Puerto Lempira Airport,MHPL,PEU,,False,False,False,Puerto Lempira Airport (Honduras) (MHPL / PEU)
Mili Island Airport,MLIP,MIJ,,False,False,False,Mili Island Airport (Marshall Islands) (MLIP / MIJ)
Captain Rogelio Castillo National Airport,MMCY,CYW,,False,False,False,Captain Rogelio Castillo National Airport (Mexico) (MMCY / CYW)
Ciudad Constitución Airport,MMDA,CUA,,False,False,False,Ciudad Constitución Airport (Mexico) (MMDA / CUA)
Guerrero Negro Airport,MMGR,GUB,,False,False,False,Guerrero Negro Airport (Mexico) (MMGR / GUB)
El Lencero Airport,MMJA,JAL,,False,False,False,El Lencero Airport (Mexico) (MMJA / JAL)
Alonso Valderrama Airport,MPCE,CTD,,False,False,False,Alonso Valderrama Airport (Panama) (MPCE / CTD)
Enrique Adolfo Jimenez Airport,MPEJ,ONX,,False,False,False,Enrique Adolfo Jimenez Airport (Panama) (MPEJ / ONX)
Jaqué Airport,MPJE,JQE,,False,False,False,Jaqué Airport (Panama) (MPJE / JQE)
Captain Ramon Xatruch Airport,MPLP,PLP,,False,False,False,Captain Ramon Xatruch Airport (Panama) (MPLP / PLP)
Aerotortuguero Airport,MRAO,TTQ,,False,False,False,Aerotortuguero Airport (Costa Rica) (MRAO / TTQ)
Barra del Colorado Airport,MRBC,BCL,,False,False,False,Barra del Colorado Airport (Costa Rica) (MRBC / BCL)
Cabo Velas Airport,MRCV,,,False,False,False,Cabo Velas Airport (Costa Rica) (MRCV)
Islita Airport,MRIA,PBP,,False,False,False,Islita Airport (Costa Rica) (MRIA / PBP)
Puerto Jimenez Airport,MRPJ,PJM,,False,False,False,Puerto Jimenez Airport (Costa Rica) (MRPJ / PJM)
Tobias Bolanos International Airport,MRPV,SYQ,,False,False,False,Tobias Bolanos International Airport (Costa Rica) (MRPV / SYQ)
Jérémie Airport,MTJE,JEE,,False,False,False,Jérémie Airport (Haiti) (MTJE / JEE)
Port-de-Paix Airport,MTPX,PAX,,False,False,False,Port-de-Paix Airport (Haiti) (MTPX / PAX)
Cayo Coco Airport,MUOC,,,False,False,False,Cayo Coco Airport (Cuba) (MUOC)
Alberto Delgado Airport,MUTD,TND,,False,False,False,Alberto Delgado Airport (Cuba) (MUTD / TND)
Congo Town Airport,MYAK,COX,,False,False,False,Congo Town Airport (Bahamas) (MYAK / COX)
Arthur's Town Airport,MYCA,ATC,,False,False,False,Arthur's Town Airport (Bahamas) (MYCA / ATC)
New Bight Airport,MYCB,TBI,,False,False,False,New Bight Airport (Bahamas) (MYCB / TBI)
Colonel Hill Airport,MYCI,CRI,,False,False,False,Colonel Hill Airport (Bahamas) (MYCI / CRI)
Nassau Paradise Island Airport,MYPI,PID,,False,False,False,Nassau Paradise Island Airport (Bahamas) (MYPI / PID)
Enua Airport,NCAT,AIU,,False,False,False,Enua Airport (Cook Islands) (NCAT / AIU)
Mangaia Island Airport,NCMG,MGS,,False,False,False,Mangaia Island Airport (Cook Islands) (NCMG / MGS)
Manihiki Island Airport,NCMH,MHX,,False,False,False,Manihiki Island Airport (Cook Islands) (NCMH / MHX)
Mauke Airport,NCMK,MUK,,False,False,False,Mauke Airport (Cook Islands) (NCMK / MUK)
Mitiaro Island Airport,NCMR,MOI,,False,False,False,Mitiaro Island Airport (Cook Islands) (NCMR / MOI)
Tongareva Airport,NCPY,PYE,,False,False,False,Tongareva Airport (Cook Islands) (NCPY / PYE)
Cicia Airport,NFCI,ICI,,False,False,False,Cicia Airport (Fiji) (NFCI / ICI)
